5393,2008-02-06,Double Jeopardy!,"FROM THE FRENCH","$2000","From the French for ""caper"", it's a curved furniture leg that often tapers to a paw","cabriole"
3032,1997-11-04,Double Jeopardy!,"THE CHESS CLUB","$1000","In a Lewis Carroll book, Alice begins as one of these white pieces but later becomes a queen","a pawn"
3032,1997-11-04,Double Jeopardy!,"GET SOME SUN","$1000","The sun's energy comes from this nuclear reaction at 27,000,000 deg. F. -- clearly not the cold type","fusion"
3032,1997-11-04,Final Jeopardy!,"FAMOUS AMERICANS","None","He delivered eulogies for Jackie Robinson in 1972 & Cleveland mayor Carl Stokes in 1996","Rev. Jesse Jackson"
2945,1997-05-23,Jeopardy!,"BIRDS","$100","Able to run up to 40 MPH, this largest flightless bird is the world's fastest bird on land","Ostrich"
2945,1997-05-23,Jeopardy!,"RECENT MOVIES","$100","Alan Parker & Oliver Stone co-wrote the screenplay for this Madonna musical","Evita"
2945,1997-05-23,Jeopardy!,"AROUND THE WORLD","$100","He ""discovered"" the island of Saint-Barthelemy in 1493 & named it for his brother, Bartholomeo","Christopher Columbus"
2945,1997-05-23,Jeopardy!,"FRIED FOOD","$100","Associated with Asian cooking, it's frying over high heat while moving the food about","Stir-frying"
2945,1997-05-23,Jeopardy!,"HEALTH & MEDICINE","$100","Bad news for women -- they're more than twice as likely as men to develop one of these severe headaches","Migraines"
2945,1997-05-23,Jeopardy!,"""EX""TRA CREDIT","$100","It's a synonym for a test","Exam"
2945,1997-05-23,Jeopardy!,"BIRDS","$200","In areas with few trees, the redheaded species of this bird is known to damage telephone & telegraph poles","Woodpecker"
2945,1997-05-23,Jeopardy!,"RECENT MOVIES","$200","Tom Cruise played this sports agent whose only remaining client was football player Rod Tidwell","Jerry Maguire"
2945,1997-05-23,Jeopardy!,"AROUND THE WORLD","$200","""Disney's Fantillusion!"", a spectacular musical parade, debuted in this Asian city's Disneyland in 1995","Tokyo"
2945,1997-05-23,Jeopardy!,"FRIED FOOD","$200","In England, this breakfast dish of bread dipped in an egg-milk mixture & fried is called ""Poor Knights of Windsor""","French toast"
2945,1997-05-23,Jeopardy!,"HEALTH & MEDICINE","$200","The American Cancer Society says two-thirds of all cancers are linked to dietary factors & this habit","Smoking"
2945,1997-05-23,Jeopardy!,"""EX""TRA CREDIT","$200","To put out a fire","Extinguish"
2945,1997-05-23,Jeopardy!,"BIRDS","$300","There are 2 families of this large bird:  barn & typical","Owls"
2945,1997-05-23,Jeopardy!,"RECENT MOVIES","$300","This Tim Burton science fiction film was based on a series of Topps trading cards","Mars Attacks!"
2945,1997-05-23,Jeopardy!,"AROUND THE WORLD","$300","Bulgaria's is ""Mila Rodino"", which means ""Dear Homeland""","National anthem"
2945,1997-05-23,Jeopardy!,"FRIED FOOD","$300","One of the most common ways to serve this organ meat is sauteed, with sauteed onions","Liver"
2945,1997-05-23,Jeopardy!,"HEALTH & MEDICINE","$300","A blow to the nose may cause this partition to become deviated","Septum"
2945,1997-05-23,Jeopardy!,"""EX""TRA CREDIT","$300","To exclude someone from the sacraments of the church","Excommunicate"
2945,1997-05-23,Jeopardy!,"BIRDS","$400","In 1954 there were only 21 of these cranes in existence; the flock has since grown to about 200","Whooping cranes"
2945,1997-05-23,Jeopardy!,"RECENT MOVIES","$400","He's the scruffy title angel played by John Travolta in a 1996 film","Michael"
2945,1997-05-23,Jeopardy!,"AROUND THE WORLD","$400","Peru is almost twice as big as this second-largest U.S. state","Texas"
2945,1997-05-23,Jeopardy!,"FRIED FOOD","$400","Apple, corn & crab are popular types of these small fried-batter cakes","Fritters"
2945,1997-05-23,Jeopardy!,"HEALTH & MEDICINE","$400","Dr. David Ho, who's leading the fight against this disease, was named Time's Man of the Year for 1996","AIDS"
2945,1997-05-23,Jeopardy!,"""EX""TRA CREDIT","$400","In the funnies, ""!%?$"" may take the place of a deleted one of these","Expletive"
2945,1997-05-23,Jeopardy!,"BIRDS","$500","The American kestrel is the most common North American species of this bird related to the hawk","Falcon"
2945,1997-05-23,Jeopardy!,"RECENT MOVIES","$500","Shirley MacLaine reprised her role as Aurora Greenway in this sequel to ""Terms Of Endearment""","The Evening Star"
2945,1997-05-23,Jeopardy!,"AROUND THE WORLD","$700","Now in ruins, the temple complex of Angkor Thom in this country was built by Khmer ruler Jayavarman VII","Cambodia (Kampuchea)"
2945,1997-05-23,Jeopardy!,"FRIED FOOD","$500","Veal & this purple vegetable are the foods most often prepared alla parmigiana","Eggplant"
2945,1997-05-23,Jeopardy!,"HEALTH & MEDICINE","$500","This syndrome characterized by continual exhaustion is abbreviated CFS","Chronic Fatigue Syndrome"
2945,1997-05-23,Jeopardy!,"""EX""TRA CREDIT","$500","These circumstances make a criminal offense seem less serious","Extenuating"
2945,1997-05-23,Double Jeopardy!,"HISTORIC AMERICANS","$200","President who called Watergate ""A burden I shall bear for every day of the life that is left to me""","Richard Nixon"
2945,1997-05-23,Double Jeopardy!,"ODDS & ENDS","$200","This South American predator is also called the cannibal fish","Piranha"
2945,1997-05-23,Double Jeopardy!,"1996 BIOGRAPHIES","$200","This escape artist who died in 1926 is called the ""World's Handcuff King"" in a new book by Kenneth Silverman","Harry Houdini"
2945,1997-05-23,Double Jeopardy!,"ROMANCE LANGUAGES","$200","The romance languages all developed directly from this ancient tongue","Latin"
2945,1997-05-23,Double Jeopardy!,"OUTER SPACE","$200","Type of tailed object that hit Jupiter in 1994 & perhaps hit Earth in 65 million B.C., dooming the dinosaurs","Comet"
2945,1997-05-23,Double Jeopardy!,"INTERIOR DESIGN","$200","Servants worked the Indian punkah, a ceiling type of this; modern bladed types use electricity","Fans"
2945,1997-05-23,Double Jeopardy!,"HISTORIC AMERICANS","$400","This dictionary compiler was descended from William Bradford, second governor of the Plymouth Colony","Noah Webster"
2945,1997-05-23,Double Jeopardy!,"ODDS & ENDS","$400","Kenneth Buell, who had worked on the Gemini space program, helped design Luvs, a type of these","Diapers"
2945,1997-05-23,Double Jeopardy!,"1996 BIOGRAPHIES","$400","Lee Daniels & Rachel Robinson's biography of this first black major leaguer features 301 photographs","Jackie Robinson"
2945,1997-05-23,Double Jeopardy!,"ROMANCE LANGUAGES","$400","A sign in a store window in Spain may say ""Ici On Parle Francais"" meaning this","Here we speak French"
2945,1997-05-23,Double Jeopardy!,"OUTER SPACE","$400","In 1997 this planet, a morning star until May, will be an evening star for the rest of the year","Venus"
2945,1997-05-23,Double Jeopardy!,"INTERIOR DESIGN","$400","The famed Persian types of these often feature floral designs & softly blended colors","Rugs"
2945,1997-05-23,Double Jeopardy!,"HISTORIC AMERICANS","$600","This interpreter for Lewis & Clark was also called Boinaiv, meaning ""Grass Maiden""","Sacajawea"
2945,1997-05-23,Double Jeopardy!,"ODDS & ENDS","$600","In 1978 Peter T. Coleman was sworn in as this ""American"" territory's first elected governor","American Samoa"
2945,1997-05-23,Double Jeopardy!,"1996 BIOGRAPHIES","$600","Geoffrey Perret titled his biography of this WWII general ""Old Soldiers Never Die""","Douglas MacArthur"
2945,1997-05-23,Double Jeopardy!,"ROMANCE LANGUAGES","$600","It's the official language of South America's largest country","Portuguese (Brazil)"
2945,1997-05-23,Double Jeopardy!,"OUTER SPACE","$600","The light & radio energy emitted by quasars may come from gases being sucked into these","Black holes"
2945,1997-05-23,Double Jeopardy!,"INTERIOR DESIGN","$600","Since 1965 these illumination devices filled with glowing wax have given Americans a ""volcanic"" thrill","Lava lamps"
2945,1997-05-23,Double Jeopardy!,"HISTORIC AMERICANS","$1,900","In May 1857, 2 months after the Supreme Court ruled against him, this slave & his family were freed","Dred Scott"
2945,1997-05-23,Double Jeopardy!,"ODDS & ENDS","$800","When he died in England in 1703, he left his famous diary to a nephew","Samuel Pepys"
2945,1997-05-23,Double Jeopardy!,"1996 BIOGRAPHIES","$2,500","Ekaterina Gordeeva wrote ""A Love Story"" about this skater, her late husband","Sergei Grinkov"
2945,1997-05-23,Double Jeopardy!,"ROMANCE LANGUAGES","$800","Romance languages are rich in diphthongs, combinations of these sounds, as in ""sounds""","Vowel sounds"
2945,1997-05-23,Double Jeopardy!,"OUTER SPACE","$800","Galactic light's ""shift"" toward this color of the visible spectrum shows that the universe is expanding","Red"
2945,1997-05-23,Double Jeopardy!,"INTERIOR DESIGN","$800","The old Boston Garden featured this flooring of patterned wooden strips","Parquet"
2945,1997-05-23,Double Jeopardy!,"HISTORIC AMERICANS","$1000","In the 1870s a Nashville univ. was renamed for this shipping & railroad magnate who donated $1 million","Cornelius Vanderbilt"
2945,1997-05-23,Double Jeopardy!,"ODDS & ENDS","$1000","Women's Equality Day, August 26, celebrates the enactment of this number amendment in 1920","19th Amendment"
2945,1997-05-23,Double Jeopardy!,"1996 BIOGRAPHIES","$1000","In 1996 Peter Ackroyd pubilshed a biography of this poet who wrote ""Songs of Innocence"" in 1789","William Blake"
2945,1997-05-23,Double Jeopardy!,"ROMANCE LANGUAGES","$1000","Works like ""Sad Turtledove"" made Ienachita Vacarescu a major poet in this eastern European language","Romanian"
2945,1997-05-23,Double Jeopardy!,"OUTER SPACE","$1000","In the stellar type of this celestial event, one star in a binary system obscures the other","Eclipse"
2945,1997-05-23,Double Jeopardy!,"INTERIOR DESIGN","$1000","Juarez, Mexico is the world center of painting on this fabric, a symbol of kitsch","(Black) Velvet"
2945,1997-05-23,Final Jeopardy!,"GENESIS","None","The final word in Genesis is the name of this country","Egypt"
5314,2007-10-18,Jeopardy!,"SHAKESPEARE","$200","This title queen uses an asp, a ""poor venomous fool"", to kill herself","Cleopatra"
5314,2007-10-18,Jeopardy!,"LEONARD MALTIN'S FAVORITE FILMS","$200","(<a href=""http://www.j-archive.com/media/2007-10-18_J_21.jpg"" target=""_blank"">Leonard Maltin reads the clue.</a>)  This WWII classic set in war-torn Morocco is my candidate for the best Hollywood movie of all time","Casablanca"
5314,2007-10-18,Jeopardy!,"FAMILY MATTERS","$200","Robert Kennedy was this relation to Jackie Kennedy, especially when he was attorney general","brother-in-law"
5314,2007-10-18,Jeopardy!,"POLITICOS BY STATE","$200","Dick Durbin and the guy seen <a href=""http://www.j-archive.com/media/2007-10-18_J_01.jpg"" target=""_blank"">here</a> are this state's senators","Illinois"
5314,2007-10-18,Jeopardy!,"AM I YOUR TYPE?","$200","Type 1 of this disease, in which the beta cells of the pancreas aren't doing their job, was formerly called ""juvenile""","diabetes"
5314,2007-10-18,Jeopardy!,"A LONG STRANGE ""TRIP""","$200","My dad was laying one of these on me, saying my grandma would wither away if I don't go visit her","guilt trip"
5314,2007-10-18,Jeopardy!,"SHAKESPEARE","$400","This moneylender asks, ""Hates any man the thing he would not kill?""","Shylock"
5314,2007-10-18,Jeopardy!,"LEONARD MALTIN'S FAVORITE FILMS","$400","(<a href=""http://www.j-archive.com/media/2007-10-18_J_22.jpg"" target=""_blank"">Leonard Maltin reads the clue.</a>)  This Scorsese film is a compelling look at a boxer whose leading opponent outside the ring was always himself","Raging Bull"
5314,2007-10-18,Jeopardy!,"FAMILY MATTERS","$400","This term refers to a difference in generations; your first cousin's child is your first cousin once this","removed"
5314,2007-10-18,Jeopardy!,"POLITICOS BY STATE","$400","Seen <a href=""http://www.j-archive.com/media/2007-10-18_J_05.jpg"" target=""_blank"">here,</a> the former governor of this state comes from a family of politicos","Florida"
5314,2007-10-18,Jeopardy!,"AM I YOUR TYPE?","$400","You can get the 2007 S-Type of this cat starting at $49,000","Jaguar"
5314,2007-10-18,Jeopardy!,"A LONG STRANGE ""TRIP""","$400","One of these often contains a Chinese restaurant, 7-Eleven, dry cleaner & video store","strip mall"
5314,2007-10-18,Jeopardy!,"SHAKESPEARE","$600","He uses the word ""assassination"" for what he plans to do to Duncan","Macbeth"
5314,2007-10-18,Jeopardy!,"LEONARD MALTIN'S FAVORITE FILMS","$600","(<a href=""http://www.j-archive.com/media/2007-10-18_J_23.jpg"" target=""_blank"">Leonard Maltin reads the clue.</a>)  A story that was originally written as a Christmas card became the basis for this beloved James Stewart classic","It's A Wonderful Life"
5314,2007-10-18,Jeopardy!,"FAMILY MATTERS","$600","Your grandma's brother is this to your brother","great-uncle"
5314,2007-10-18,Jeopardy!,"POLITICOS BY STATE","$600","Born in Baltimore, the gal seen <a href=""http://www.j-archive.com/media/2007-10-18_J_12.jpg"" target=""_blank"">here</a> serves this state as Speaker of the House of Representatives","California"
5314,2007-10-18,Jeopardy!,"AM I YOUR TYPE?","$600","Meyer Friedman coined this term for an angry, driven personality type who Friedman thought had high heart attack risk","Type A"
5314,2007-10-18,Jeopardy!,"A LONG STRANGE ""TRIP""","$600","Area mentioned in the second line of ""The Marines' Hymn""","the shores of Tripoli"
5314,2007-10-18,Jeopardy!,"SHAKESPEARE","$800","Women in this king's play included Katharine, wife to the king, later divorced, & Anne, maid of honor, later queen","Henry VIII"
5314,2007-10-18,Jeopardy!,"LEONARD MALTIN'S FAVORITE FILMS","$800","(<a href=""http://www.j-archive.com/media/2007-10-18_J_24.jpg"" target=""_blank"">Leonard Maltin reads the clue.</a>)  David Lean's 1946 British film of this Dickens tale is a real ""Pip"", & the opening graveyard sequence is a gem","Great Expectations"
5314,2007-10-18,Jeopardy!,"FAMILY MATTERS","$800","The Latin nepos, giving us the word ""nepotism"", means this, what Hadrian was to his predecessor Trajan","nephew"
5314,2007-10-18,Jeopardy!,"POLITICOS BY STATE","$800","The gubernatorial victory by the woman seen <a href=""http://www.j-archive.com/media/2007-10-18_J_13.jpg"" target=""_blank"">here</a> was the first for a woman in this state since Ma Ferguson in 1924","Texas"
5314,2007-10-18,Jeopardy!,"AM I YOUR TYPE?","$800","Among blood types, this one has neither of the main letter antigens","Type O"
5314,2007-10-18,Jeopardy!,"A LONG STRANGE ""TRIP""","$800","Mr. Dewey, Mr. Cheatem & Mr. Howe will each need a copy of that letter, so it should be typed this way","in triplicate"
5314,2007-10-18,Jeopardy!,"SHAKESPEARE","$1000","Characters in this play include the charming Rosalind & the sardonic Jaques","As You Like It"
5314,2007-10-18,Jeopardy!,"LEONARD MALTIN'S FAVORITE FILMS","$1000","(<a href=""http://www.j-archive.com/media/2007-10-18_J_25.jpg"" target=""_blank"">Leonard Maltin reads the clue.</a>)  Debbie Reynolds was a teenager when she tapped up a storm in this 1952 film, perhaps the best movie musical ever made","Singin' In The Rain"
5314,2007-10-18,Jeopardy!,"FAMILY MATTERS","$500","Elzire Dionne of Ontario, Canada gave birth to 14 children via this many pregnancies","ten"
5314,2007-10-18,Jeopardy!,"POLITICOS BY STATE","$1000","The senator seen <a href=""http://www.j-archive.com/media/2007-10-18_J_14.jpg"" target=""_blank"">here</a> serves this state and is part of the Finance & Judiciary Committees","Utah"
5314,2007-10-18,Jeopardy!,"AM I YOUR TYPE?","$1000","If you're only ever offered one kind of role, like a priest or a Nazi, you're being this","typecast"
5314,2007-10-18,Jeopardy!,"A LONG STRANGE ""TRIP""","$1000","In the hammer throw, a wire exerts this force on the hammer, keeping it moving in a circle","centripetal"
5314,2007-10-18,Double Jeopardy!,"ROCK & ROLL HALL OF FAME","$400","As a solo artist, his presenters were ex-bandmates -- not the Beatles but The Traveling Wilburys","George Harrison"
5314,2007-10-18,Double Jeopardy!,"QUAY TO THE CITY","$400","Check out the Quay of Karakoy in this city, known as Constantinople during the Byzantine Empire","Istanbul"
5314,2007-10-18,Double Jeopardy!,"THINK FAST","$400","This Anglo-Irish satirist was born in Dublin on Nov. 30, 1667","Jonathan Swift"
5314,2007-10-18,Double Jeopardy!,"""P"" IS FOR PHYSICS","$400","Also found before plant, pack & politics, it's the P in P equals force times velocity","power"
5314,2007-10-18,Double Jeopardy!,"RHYME TIME","$400","A handbag for an R.N.","a nurse purse"
5314,2007-10-18,Double Jeopardy!,"ROCK & ROLL HALL OF FAME","$800","Artists become eligible this long after their first release; The Beach Boys went in in 1988, Springsteen in '99","25 years"
5314,2007-10-18,Double Jeopardy!,"QUAY TO THE CITY","$800","<a href=""http://www.j-archive.com/media/2007-10-18_DJ_02.jpg"" target=""_blank"">Circular Quay</a> is a hub of transportation & tourism in <a href=""http://www.j-archive.com/media/2007-10-18_DJ_02a.jpg"" target=""_blank"">this</a> city","Sydney"
5314,2007-10-18,Double Jeopardy!,"THINK FAST","$800","Disney's Animal Kingdom features a fast whitewater raft ride called, appropriately, Kali River these","rapids"
5314,2007-10-18,Double Jeopardy!,"""P"" IS FOR PHYSICS","$800","This element, Pu, was first detected in a cyclotron at Berkely in 1940","Plutonium"
5314,2007-10-18,Double Jeopardy!,"RHYME TIME","$800","One who rides motorcycles as well as enjoys walking & climbing in the outdoors","hiker biker"
5314,2007-10-18,Double Jeopardy!,"19TH CENTURY PEOPLE","$1200","After King David Kalakaua died at the Palace Hotel in S.F. in 1891, this woman, his sister, became queen of Hawaii","Liliuokalani"
5314,2007-10-18,Double Jeopardy!,"ROCK & ROLL HALL OF FAME","$1200","In 1986 it was Hail! Hail! this 1950s performer, the very first inductee","Chuck Berry"
5314,2007-10-18,Double Jeopardy!,"QUAY TO THE CITY","$1200","Govt. Building, on Lambton Quay in this New Zealand capital, is one of the world's largest wooden buildings","Wellington"
5314,2007-10-18,Double Jeopardy!,"THINK FAST","$1200","Stop the presses! Ye Olde Cock Tavern has entertained generations of reporters on this London street","Fleet Street"
5314,2007-10-18,Double Jeopardy!,"""P"" IS FOR PHYSICS","$1200","A cube is an example of a rectangular one of these; A Pink Floyd cover displays a triangular one","prism"
5314,2007-10-18,Double Jeopardy!,"RHYME TIME","$1200","A self-satisfied shell-less gastropod","smug slug"
5314,2007-10-18,Double Jeopardy!,"19TH CENTURY PEOPLE","$1600","This actress' liaison with Henri, Prince du Ligne, produced a son named Maurice in 1864","Sarah Bernhardt"
5314,2007-10-18,Double Jeopardy!,"ROCK & ROLL HALL OF FAME","$1600","At 1997's ceremony, the first in the hall's home city, this Rolling Stone magazine founder said, ""Ich bin ein Clevelander""","Jann Wenner"
5314,2007-10-18,Double Jeopardy!,"QUAY TO THE CITY","$1600","A large stone quay built by the French in 1780 is still used in this capital of Haiti","Port-au-Prince"
5314,2007-10-18,Double Jeopardy!,"THINK FAST","$1,200","A has-been knows that this phrase for a short-lived success goes back to the misfiring of flintlocks","flash in the pan"
5314,2007-10-18,Double Jeopardy!,"""P"" IS FOR PHYSICS","$1,500","The bob of a simple one of these moves with simple periodic motion","pendulum"
5314,2007-10-18,Double Jeopardy!,"RHYME TIME","$1600","Just about every 365 days","nearly yearly"
5314,2007-10-18,Double Jeopardy!,"19TH CENTURY PEOPLE","$2000","On Nov. 26, 1894 the chapel at the Winter Palace was aglow with candles for the wedding of this royal couple","Nicholas and Alexandra"
5314,2007-10-18,Double Jeopardy!,"ROCK & ROLL HALL OF FAME","$2000","This singer is paired with her ex-husband & songwriting partner Gerry Goffin","Carole King"
5314,2007-10-18,Double Jeopardy!,"QUAY TO THE CITY","$2000","We wonder whether a ""steamroller"" was used to form the many quays of this German city chartered in 1607","Mannheim"
5314,2007-10-18,Double Jeopardy!,"THINK FAST","$2000","In cinema slang, they're the first, unedited prints of a movie scene, & they're also called the dailies","the rushes"
5314,2007-10-18,Double Jeopardy!,"""P"" IS FOR PHYSICS","$2000","It's an elementary light particle also called a fuzzy ball","photon"
5314,2007-10-18,Double Jeopardy!,"RHYME TIME","$2000","A note on a book jacket about parsley, sage or rosemary","herb blurb"
5314,2007-10-18,Final Jeopardy!,"BROADWAY","None","The original 1994 Broadway cast of this musical based on a film featured Alan Oppenheimer as Cecil B. DeMille","Sunset Boulevard"
3202,1998-06-30,Jeopardy!,"PRESIDENTIAL TERMS OF SERVICE","$100","March 4, 1885-  March 3, 1889; March 4, 1893- March 3, 1897","Grover Cleveland"
3202,1998-06-30,Jeopardy!,"LORD BYRON","$100","In Byron's Biblical drama ""Cain"", she's the first female character to speak","Eve"
3202,1998-06-30,Jeopardy!,"CLASSIC ""BIG"" & ""LITTLE"" SONGS","$100","She's the ""Terror of Colorado Boulevard""...go, Granny, go","""Little Old Lady From Pasadena"""
3202,1998-06-30,Jeopardy!,"INVENTORS","$100","The medallion of the National Inventors Hall of Fame depicts this owner of 1,093 patents","Thomas Edison"
3202,1998-06-30,Jeopardy!,"THE POSITION PLAYED","$100","John Elway, Jim Everett, Troy Aikman","Quarterback"
3202,1998-06-30,Jeopardy!,"FAMILIAR PHRASES","$100","If someone wants you to hurry, he tells you to ""get"" this metal out","Lead"
3202,1998-06-30,Jeopardy!,"PRESIDENTIAL TERMS OF SERVICE","$200","March 4, 1797- March 3, 1801","John Adams"
3202,1998-06-30,Jeopardy!,"LORD BYRON","$200","Because of his scandalous life, Byron was refused burial here, among other literary lions","Poets' Corner at Westminster Abbey"
3202,1998-06-30,Jeopardy!,"CLASSIC ""BIG"" & ""LITTLE"" SONGS","$200","This Christmas perennial by the Harry Simeone Chorale reached the Top 40 5 times, pa-rum-pum-pum-pum","""The Little Drummer Boy"""
3202,1998-06-30,Jeopardy!,"INVENTORS","$200","J. Murray Spangler's upright one of these built in 1907 used a pillow case as the dustbag","Vacuum cleaner"
3202,1998-06-30,Jeopardy!,"THE POSITION PLAYED","$200","David Robinson, Hakeem Olajuwon, Shaquille O'Neal","Center (in basketball)"
3202,1998-06-30,Jeopardy!,"FAMILIAR PHRASES","$200","When too much attention to detail clouds your judgment, you ""can't see the forest for"" these","The trees"
3202,1998-06-30,Jeopardy!,"PRESIDENTIAL TERMS OF SERVICE","$300","March 4, 1841- April 4, 1841","William Henry Harrison"
3202,1998-06-30,Jeopardy!,"LORD BYRON","$300","Ironically, Byron, who was a legendary rake, left his poem about this Spanish seducer unfinished","Don Juan"
3202,1998-06-30,Jeopardy!,"CLASSIC ""BIG"" & ""LITTLE"" SONGS","$300","In 1968 O.C. Smith crooned, ""God didn't make"" these ""and it don't rain in Indianapolis in the summertime""","Little green apples"
3202,1998-06-30,Jeopardy!,"INVENTORS","$300","This temperature scale debuted in the 1740s with boiling at 0 & freezing at 100; they were later reversed","Celsius"
3202,1998-06-30,Jeopardy!,"THE POSITION PLAYED","$300","Randy Johnson, Roger Clemens, Greg Maddux","Pitcher"
3202,1998-06-30,Jeopardy!,"FAMILIAR PHRASES","$300","A skeptic takes things this way; the Latin phrase for it was ""cum grano salis""","""With a grain of salt"""
3202,1998-06-30,Jeopardy!,"PRESIDENTIAL TERMS OF SERVICE","$400","March 4, 1857- March 3, 1861","James Buchanan"
3202,1998-06-30,Jeopardy!,"LORD BYRON","$400","In 1801 young Byron began attending this school, Eton's rival","Harrow"
3202,1998-06-30,Jeopardy!,"CLASSIC ""BIG"" & ""LITTLE"" SONGS","$500","This song heard here was the first No. 1 pop hit for its singer: (Jimmy Dean)","""Big Bad John"""
3202,1998-06-30,Jeopardy!,"INVENTORS","$400","In 1926 he launched the world's first liquid fuel rocket","Robert Goddard"
3202,1998-06-30,Jeopardy!,"THE POSITION PLAYED","$400","Marshall Faulk, Barry Sanders, Emmitt Smith","Running back"
3202,1998-06-30,Jeopardy!,"FAMILIAR PHRASES","$400","When you really botch something up, you ""make"" this meat & potatoes dish ""of it""","Hash"
3202,1998-06-30,Jeopardy!,"PRESIDENTIAL TERMS OF SERVICE","$500","March 4, 1869- March 3, 1877","Ulysses S. Grant"
3202,1998-06-30,Jeopardy!,"LORD BYRON","$500","Byron's character Harold bears this title that once referred to a ""youth"" of noble birth","Childe"
3202,1998-06-30,Jeopardy!,"CLASSIC ""BIG"" & ""LITTLE"" SONGS","$500","This No. 1 pop hit by the 4 Seasons also spent 3 weeks at the top of the R&B charts -- ""Silly girl""","""Big Girls Don't Cry"""
3202,1998-06-30,Jeopardy!,"INVENTORS","$500","In 1893 these brothers made a trial run of their gasoline-powered auto in Springfield, Massachusetts","Duryea brothers"
3202,1998-06-30,Jeopardy!,"THE POSITION PLAYED","$500","Mike Richter, Dominik Hasek, Ron Hextall","Goaltender (in hockey)"
3202,1998-06-30,Jeopardy!,"FAMILIAR PHRASES","$500","Thomas Gray originated the phrase ""Far from"" this tumultuous group; Thomas Hardy borrowed it","Madding crowd"
3202,1998-06-30,Double Jeopardy!,"A MILLENNIUM AGO","$200","Its leader in 1000 A.D. was Emperor Chen-tsung; today it's president Jiang Zemin","China"
3202,1998-06-30,Double Jeopardy!,"AMERICAN HODGEPODGE","$200","Eek!  The Eek River in this state might be named for the Eskimo word for ""unknown""","Alaska"
3202,1998-06-30,Double Jeopardy!,"SORE-SEAT CINEMA","$200","In 1965 this pop artist made ""Empire"", an 8-hour stationary look at the Empire State Building","Andy Warhol"
3202,1998-06-30,Double Jeopardy!,"ALL THUMBS","$200","If you've got one of these, everything will grow for you","Green thumb"
3202,1998-06-30,Double Jeopardy!,"""NATIONAL""ISM","$200","Alphabetically, in the U.S. they run from Acadia to Zion","National parks"
3202,1998-06-30,Double Jeopardy!,"A MILLENNIUM AGO","$400","In 1000 A.D. Grand Prince Vladimir I led the Russians; today this president does","Boris Yeltsin"
3202,1998-06-30,Double Jeopardy!,"AMERICAN HODGEPODGE","$400","Its state song is ""The Old North State""","North Carolina"
3202,1998-06-30,Double Jeopardy!,"SORE-SEAT CINEMA","$400","1977's ""Our Hitler"" runs over 7 hours, even longer than Abel Gance's 1927 film about this French despot","Napoleon"
3202,1998-06-30,Double Jeopardy!,"""NATIONAL""ISM","$800","(Hi, I'm Foreign Affairs correspondent Andrea Mitchell)  This is the full name of my employer","National Broadcasting Company"
3202,1998-06-30,Double Jeopardy!,"A MILLENNIUM AGO","$600","In 1000 A.D. Japan was led by Emperor Ichijo; today this emperor is on the throne","Akihito"
3202,1998-06-30,Double Jeopardy!,"AMERICAN HODGEPODGE","$600","This ""Gem State"" has a gem of a motto: ""Esto Perpetua (Let It Be Perpetual)""","Idaho"
3202,1998-06-30,Double Jeopardy!,"TOUGH BIOLOGY","$600","A cultivated plant of multiple genetic types is called this, after a mythical lion-goat-serpent","Chimera"
3202,1998-06-30,Double Jeopardy!,"SORE-SEAT CINEMA","$600","Burton, Taylor & Roddy McDowall plan to rule Rome in this 4-hour 1963 bun-deadener","Cleopatra"
3202,1998-06-30,Double Jeopardy!,"ALL THUMBS","$800","Famous thumbs seen here: (movie reviewers)","Gene Siskel & Roger Ebert"
3202,1998-06-30,Double Jeopardy!,"""NATIONAL""ISM","$600","This Conservative magazine has a section called ""Outrage du Jour""","National Review"
3202,1998-06-30,Double Jeopardy!,"A MILLENNIUM AGO","$800","Caliph Al-Hakim ruled Egypt in 1000 A.D.; today the country has this president","Hosni Mubarak"
3202,1998-06-30,Double Jeopardy!,"AMERICAN HODGEPODGE","$800","You'll find this state's highest pojnt, which is just 442 feet, in New Castle County, near Centerville","Delaware"
3202,1998-06-30,Double Jeopardy!,"TOUGH BIOLOGY","$800","The idea that an animal's growth mirrors evolution is phrased ""ontogeny recapitulates"" this","Phylogeny"
3202,1998-06-30,Double Jeopardy!,"SORE-SEAT CINEMA","$800","Jack Nicholson played Eugene O'Neill in this 200-minute Warren Beatty epic","Reds"
3202,1998-06-30,Double Jeopardy!,"ALL THUMBS","$800","It's a brief sketch or outline","Thumbnail sketch"
3202,1998-06-30,Double Jeopardy!,"""NATIONAL""ISM","$800","This party gained power in Germany in 1933 with the support of about 44% of voters","National Socialist Party"
3202,1998-06-30,Double Jeopardy!,"A MILLENNIUM AGO","$1000","In 1998 Elizabeth II is ready & able to rule England; in 1000 A.D. he was ""Unready""","Ethelred"
3202,1998-06-30,Double Jeopardy!,"AMERICAN HODGEPODGE","$1000","Its state flower is the white pine cone and tassel","Maine"
3202,1998-06-30,Double Jeopardy!,"TOUGH BIOLOGY","$1000","Amino acids make up these chains, which in turn make up proteins","Polypeptides"
3202,1998-06-30,Double Jeopardy!,"SORE-SEAT CINEMA","$1000","Despite its title, this Bertolucci film that has 4- & 5-hour versions covers the period of 1901 to 1945","1900"
